Type kjøretøy,Merke,Modell,Årsmodell,Feiltype,Symptomkategori,Symptom (valg),Kommentar,Løsning,Symptomdetalj (manuell),Feilkode,Generell feil,Mitt kjøretøy,Ytterligere symptomdetaljer,Link til kilde
Traktor,New Holland,TS 115,,Gir,Varsellampe / feilkode,"Varsellampe, lyser",Varsellampe for oljetrykk transmisjon blinker ved giring,"Akkumulatortank på høyre side av girkassa var tom for nitrogen. Etterfylt, alt ok.",,,,,,
Traktor,Claas,Arion,,Bakpart/kropp,Hydraulikkfeil,"Hydraulikk, ujevn bevegelse",Løftearmer går ulikt opp og ned. Går opp og ned hver for seg på en måte.,Utslitt splines til løftearmer.,,,,,,
Traktor,Massey Ferguson,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode,"Feil med melding på CAN-bussen fra girvelger i armlenet – gir ned-signal (TRANS)

Feilkodetekst: T219 – Signal error
Armrest negative signal

Vanlige årsaker
	1.	Dårlig kontakt i ledningsnett
	•	Spesielt i armlenet (mye bevegelse)
	2.	Defekt mikrobryter / girknapp
	•	Ned-gir-funksjonen er ofte en egen bryter
	3.	Fukt eller korrosjon
	•	Vanlig i armlenet eller kontaktstykker
	4.	CAN-feil
	•	Brudd, jordfeil eller dårlig skjerming
	5.	(Sjeldnere) Defekt armlen-modul eller transmisjons-ECU",,T219,,,,https://www.alltractormanuals.com/massey-ferguson/massey-ferguson-error-codes/massey-ferguson-transmission-error-codes/#google_vignette
Traktor,Claas,,,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode forklaring: Effektbegrensning er aktivert for å beskytte vendegirets clutch under belastning.,"For stor sluring er registrert.
Denne feilkoden oppstår ikke som følge av en defekt clutch, men som resultat av feil bruk av traktoren.
Hvis den oppstår ved oppstart, må riktig startgir velges i henhold til omgivelsene (f.eks. stor helling i terrenget).
Hvis den oppstår under kjøring, må man unngå å kjøre med inntrykket clutchpedal (en feil kjørevane).
Sjekk sensorer/instrumentering til clutchpedal og selve clutchen.",,ID7605h,,,,
Traktor,Massey Ferguson,TE20 gråtass,1954,Gir,Lekkasje,"Lekkasje, olje",Oppdager stadig vann i girkasse,Skifte tetninger rundt girspaker,Vann i girkasse,,,,true,
Traktor,Valtra,N101,2008,Elektrisk,Girfeil,"Varsellampe, annet",Va gnaget hull på lednigen til magnetventilen      Måtte ut me sete å under der ligge magnet ventilen til vendegir og knappe gir ,Skøyte kabel ,Knappe giren fynker ikkje ,P101,,false,true,
Traktor,John Deere,5620,,Elektroniske styresystemer,Motorfeil,"Motor, stopper","Stopper på tomgang. Fant utløst sikring.

Disse motorene sitter også i Claas.
På claas er det sikring FM 14 som går.",Kortslutning i tempføler til kaldstart. Koble den fra for å få startet «til nød». Må skiftes ut før traktor kan brukes sikkert videre. Se bilde.,,,,,false,
Traktor,Valtra,N174,,Elektroniske styresystemer,Hydraulikkfeil,"Hydraulikk, virker ikke",Løftearmer går ikke.,"Feil på løftehøyde-sensor på trepunkten. Sjekk tilkobling, kabling/ledning. Skift sensor om alt eksternt er i orden.",,1873.2.35,,,,
Traktor,Valtra,N174,,Elektroniske styresystemer,Hydraulikkfeil,"Hydraulikk, virker ikke",Løftearmer går ikke,"Feilkode peker på høyre ""draft sensor"". Gikk over koblinger og kontakter.

Feilkode 31 (011031-xx-035): Trekkføler, høyre, B2E (TC1-inngang Ai14).
Feilkode 32 (011032-xx-035): Trekkføler, venstre, B3E (TC1-inngang Ai13).
Signalspenningen er for høy (FMI 03) eller for lav (FMI 04). Eller trekkføleren er overbelastet, signals penning over 3,75 V (FMI 00) eller under 1,25 V (FMI 01).",,11031.4.35,,,,
Traktor,Massey Ferguson,6130,1997,Hydraulisk,Bevegelse/rotasjons-feil,Feil respons / Feil bevegelse,Clutchpedal tok ikke.,Luftet clutch på hovedsylinder og nede på høyre side,Clutch,,,,true,
Traktor,Valtra,N163,,Elektrisk,Varsellampe / feilkode,"Varsellampe, feilkode","Motorstyringssystemet (EEM4) har registrert for lav viftehastighet eller manglende signal fra viftekontrollen.

•	Defekt eller skadet ledningsnett til viftekontroll
	•	Dårlig kontakt i kontakter (korrosjon / oksidasjon)
	•	Defekt kjølevifte eller viftemotor
","1.	Lagre feillogg og slett feilkoden
	2.	Start ECU på nytt etter sletting
	3.	Hvis feilen kommer tilbake ved neste kjøresyklus:
	•	Kontroller ledninger til viftekontroll
	•	Sjekk kontakter og kontaktflater for korrosjon eller oksidasjon
	•	Test funksjonen til kjøleviften / viftemotoren",,1639 18,,,,
Traktor,Claas,Arion 530,,Elektrisk,Girfeil,"Gir, får ikke i gir",Satte vendegir fram. Traktor gikk ikke. Lampe med foroverpil lyste ikke.,Vendegirbryter var ødelagt.,,,,,,
Traktor,Valmet,665,1994,Elektrisk,Hydraulikkfeil,"Hydraulikk, virker ikke",Autocontrol fungerte ikke. Kom og gikk litt sporadisk.,Gjorde rent jordingspunkt bak deksler og isolasjon i høyre bakre hyttehjørne. Går flere jordledninger inn på et punkt der.,,,,,,
Traktor,Claas,,,Elektrisk,Varsellampe / feilkode,"Varsellampe, lyser","Blinkende gul lampe i dashbord. Se bilde.
I følge manual er lampen Feil på transmisjonscomputer ","Clutchbryter ble skiftet, så var alt ok.",Se bilde ,,,,true,
Traktor,Valmet,6400,1995,Bakpart/kropp,Hydraulikkfeil,"Hydraulikk, virker ikke",Kjørte tømmerkran. Plutselig kuttet all hydraulikk ut. Null hydraulikktrykk. Traktor gått cirka 10000 timer.,Måtte dele traktoren. Var ikke noe igjen av splines på akseltuppen som går fra bakpart inn i motoren. Skiftet aksel og motparten som var helt nedslitt (han / hun).,,,,,false,
Traktor,Valtra,N134,,Annet,Girfeil,"Gir, får ikke i gir",Traktor går ikke å flytte.,"Kan være relatert til SPN 3006 feilkode som er "" Coolant Temperature Sensor - Signal Not Plausible (Compared with Engine Oil Temperature) ""

Sjekk temperatursensor kjølevæske og motorolje. Er kjølevæske eller olje unormalt varm?

La traktoren stå og kjøle seg ned og prøv igjen. Dette har fungert og er rådet fra verksted.",,000003006879,,,,
Traktor,John Deere,6R,,Klimaanlegg,Klima-feil,"Klima, ingen varme",Får ikke varme i hytta. Feilkode.,"Denne feilen oppstår ofte på grunn av svak kontakt/korrosjon i varmeventilens kontakter. Mekanisk skade på selve ventilen kan også være årsak. Start alltid med å kontrollere signal, tilkobling og jording før komponenter byttes. Ventil sitter i varmekretsen til hytta.

Sjekk elektriske tilkoblinger til heater-ventilen:
Kontroller kontakter og kabelsko for korrosjon, løs forbindelse eller brekkasje.
Rens og sikre kontaktflater.
Test selve heater-ventilen:
Mål motstand i ventilen (samsvar med spesifikasjoner).
Bytt ut ventilen hvis den ikke responderer eller har feil verdi.
Hvis feil fremdeles oppstår:
Sjekk styresignalene fra ECU til ventilen med diagnoseverktøy.
Bytt eller reparer ledningsnettet/driverkrets hvis nødvendig.",,1549.07,,,,
Traktor,Claas,Ares,,Drivstoffsystem,Motorfeil,"Motor, stopper",Ingen feilkode. Traktor bare stopper etter et par minutter. Lyser skiftenøkkel-symbol / servicelampe.,"Fødepumpe ga for lite trykk. Skiftet denne, alt ok!
Det som lurte meg her var at den faktisk pumpet diesel frem når jeg sjekket, men tydeligvis ikke når den fikk mottrykk.",,,,,,
Traktor,Valtra,6850,,Gir,Girfeil,"Gir, annet",Slurer veldig når vendegir settes i revers.,Rengjorde kontakt og sjekket kabel til solenoid. Var dårlig forbindelse til spolen.,,,,,,
Traktor,Valtra,6550,2004,Gir,Girfeil,"Gir, annet",Sluring på vendegir bakover. Feilkode kommer etter en stund med sluring.,"Defekt o-ring i magnetventilen til revers.
Viktig å fikse dette problemet fort, ellers brenner lamellene og traktor må deles.",,,,,,
Traktor,Valtra,6550,,Hydraulisk,PTO-feil,"PTO, ujevn gange",Kraftuttaket slurer ved last.,"Det sitter et måleuttak til høyre for toppstaget som viser trykket i kraftuttakskløtsjen. Sett dit et manometer pg det skal være ca 18 bar når kraftuttaket går. La PTO gå og kjør gjennom framover -bakover og alle hurtiggir, koble ut og inn 4wd, diffsperre og parkbrems. Hver gang du aktiverer en funksjon vil trykket falle ca 1 bar i 0,5-1 sekund og gå opp igjen til ca 18. Det er en indre blødning i ventilen til den funksjonen som gjør at trykket blir stående nede på et lavere trykk.",,L419,,,,
Traktor,John Deere,6930,,Kjøling,Varsellampe / feilkode,"Varsellampe, feilkode",Rød feilkodevarsel. Redusert motorkraft.,Gjorde rent luftfilter Gjorde ren intercooler skikkelig. Hjalp ikke. Skiftet temperaturføler til ladeluft og EGR-luft.,,2630.00,,,,
Traktor,Valmet,805,,PTO,PTO-feil,"PTO, annet",Bare skraper når jeg skal koble inn PTO,"Var en urenhet i spoleventilen til PTO-clutch. Demonterte, åpnet, rengjorde.",Skraper,,,,true,
Traktor,Valmet,905,1986,PTO,PTO-feil,"PTO, starter ikke","Får ikke lagt inn kraftuttak, bare skraper",Lameller i PTO clutch hadde gått varme og slått seg. Overhalte clutch ,Får ikke i gir,,,,true,
Traktor,Valtra,,,Drivstoffsystem,Motorfeil,"Motor, feil turtall",Fikk ikke fullt turtall. Svært lat.,"Tømte vannutskiller, problem løst.",,,true,,,
Traktor,Valtra,N4 T4,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",Traktor stopper,"Feilkode relatert til DEF. Oversatt fra manual er:

Mulige årsaker:
	•	Feil i ledningsnettet til DEF-modulen
	•	Defekt DEF-forsyningsmodul
	•	Kortslutning eller høy belastning i ventilen
	•	Dårlig kontakt/korrosjon i kontakter",,521002.31,,,,
Traktor,Valtra,N4 T4,,Miljøsystemer,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkoder og redusert effekt,"Feil i adblue system. Måtte ha servicemann. Feilkode betyr oversatt 

DEF-forsyningsmodulen klarte ikke å gjennomføre tømming (drenering/purging) ved forrige gang motoren ble slått av.

Når motoren stoppes, skal systemet automatisk tømme DEF-ledningene for å hindre krystallisering og frostskader. Dette ble ikke fullført.

Mulige årsaker:
	•	Tenningen/hovedstrømmen ble slått av før tømmingen var ferdig
	•	Hovedbryter ble slått av for tidlig
	•	Defekt DEF-forsyningsmodul
	•	En annen aktiv feilkode forårsaker at tømmingen avbrytes",,4332.31,,,,
Traktor,Valtra,N163,,Elektrisk,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode kom uten andre symptomer som jeg merket,"Feilkodetekst sier feil på en av PTO-knappene, enten auto eller andre veien. Kontakt bak bryter var litt løs.",,8062-02-003,,,,
Traktor,Massey Ferguson,,,Hydraulisk ekstern,Varsellampe / feilkode,"Varsellampe, feilkode","Blinker raskt, deretter 2-3-2 i blå knapp ved sms spak.","Fant til slutt en guide (se link) som forklarer at feilkoden begynner med en rask blinkeserie etterfulgt av feilkode. Første blink er ventilnummer, etterfulgt av blink for første og andre siffer i feilkode. Min feilkode var da ventil nr 2, kode 3-2. Skiftet ventil nummer 2 da jeg ikke fant noe feil eller fikk vekk feilen ved å spraye kontakt med elektrospray osv..
Har også lest at det skal være et lite filter i ventilen som kan være tett.",Blinker rødt i blå knapp,,,,true,https://www.scribd.com/document/488779979/%D0%B5%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D1%96%D0%BA%D0%B0-master-mf8400-wsm-08-en-pdf
Traktor,Valtra,6550,2003,Elektrisk,Motorfeil,"Motor, starter ikke","Vrir på nøkkel for å starte, starter slår inn og ut i korte sekvenser.","For stort spenningsfall når starter slår inn, som gjør at en hjerne slokner. ",,,,,,
Traktor,John Deere,6400,,Drivstoffsystem,Motorfeil,"Motor, dårlig effekt","Traktor går greit noen minutter, før den plutselig går dårligere og får ikke mer enn 1500rpm og etterhvert ikke mer enn 1000rpm. Hvis jeg stopper og starter går den litt høyere på turtall en stund igjen.",Innsugssil i tanken var tett.,Får ikke opp turtall,,true,,true,
Traktor,Valmet,704,,Drivverk,PTO-feil,"PTO, stopper ikke",Får ikke clutchet ut PTO så må stoppe motoren for å skru kraftuttak av og på.,Sjekket justering av clutch-spak. Den var ok. Kjørte traktoren varm før jeg startet den igjen med kraftuttaket innkoblet. Belastet så kraftuttaket mens jeg dro i clutch-spaken. Plutselig fungerte det igjen. Kan virke som at lamell satt fast i svinghjulet.,,,,,,
Traktor,Valtra,N141,2012,Elektrisk,Elektrisk feil,"Elektrisk, mangler spenning",Mistet alle arbeidslys! Arbeidslys bakover fungerer i revers.,Sikring til høyre parklys hadde gått. Denne forsyner styring til arbeidslysene!,Ikke lys i arbeidslysene,,,,true,
Traktor,Massey Ferguson,6270,,Elektrisk,Bevegelse/rotasjons-feil,Stillstand / Ingen bevegelse,Går ikke å flytte traktoren. Blinker ei feillampe.,"Åpne opp konsollen under dashbordet og sjekk clutchbryterne dine. Det er en øvre og en nedre clutchbryter, og hvis traktoren ikke vil bevege seg, er det som regel den nederste som ikke fungerer som den skal. Du kan prøve å spraye dem med litt penetrerende olje / elektrospray og deretter bevege/dra dem frem og tilbake.",Vendegir,,,,true,
Traktor,Valtra,6550,2004,Drivverk,Drivverk feil,Annet,Firehjulstrekk fungerte ikke. Lampe i instrumentpanel lyste som den skulle.,"Feilen var trykknappen. Den ga spenning til magnetventil hele tiden, selv om den var av. Magnetventilen legger inn 4wd når den ikke har strøm.
Skiftet bryter for 4wd!",,,,,,
Traktor,Valtra,T160,2003,Hydraulisk,Bevegelse/rotasjons-feil,Feil respons / Feil bevegelse,Traktor hoppet ut av gir. PTO virket ikke,Byttet magnetventil Y6,,P 103,,,,
Traktor,Massey Ferguson,5612,2016,Elektrisk,Varsellampe / feilkode,"Varsellampe, feilkode",Feilkode temperatur girkasse,Gikk over alle kontakter og sensorer rundt om på girkassa. Fant en som nesten var løs. Dette var feilen.,,T122,,,,
Traktor,Valtra,N174d,,Gir,Girfeil,"Gir, får ikke i gir",Står bare ABCD i display i stolpen.,Trykket +/- girvalg og byttet serie så kom den.,,,,,,
Traktor,Massey Ferguson,5613,2015,Elektroniske styresystemer,Varsellampe / feilkode,"Varsellampe, feilkode",Fikk frem kode,Defekt temperatursensor i girkassa.,,T122,,,,
Traktor,Fendt,514,,Elektrisk,Hydraulikkfeil,"Hydraulikk, virker ikke",Ytre hydraulikk virker ikke.,"Feil på elektrisk krets til ventil Y032. Den sitter på høyre side av traktoren bak et deksel, sammen med flere ventiler. Se bilder. Det var feil i selve ventilen på min.",,0A.1.F2,,,,
Traktor,Valtra,6550,2004,Elektrisk,Girfeil,"Gir, får ikke i gir",Ingen feilkode. Retningspiler bare blinket når jeg satte vendegir frem eller bak.,Koblet sammen hvit og blå ledning under setet (setebryter defekt),,,,,,
Annet,Multiva,Forte,2023,Mekanisk,Annet,Annet,For dyp sådybde. Fikk ikke justert opp over 4cm.,Justerte ut skråstaget. Det har utrolig mye å si på få centimeter.,,,,,,
Traktor,John Deere,6230,2008,Elektroniske styresystemer,Girfeil,"Gir, hopper ut",Traktor frir ut. Feilkode kommer. Bare å sette i gir igjen så går den.,"Feilkode betyr: EPC 524025.31 - Reverse Drive Lever, Forward Switch or Reverse Switch Open, But Not-Neutral Switch Closed.

Altså en feiltilstand på vendegirspak.",,524025.31,,,,
Traktor,Massey Ferguson,7718,,Elektrisk,PTO-feil,"PTO, starter ikke",PTO-lampe blinker og den går ikke rundt.,Solenoid var defekt.,,,,,,
Traktor,Ford,3000,1976,Drivstoffsystem,Lekkasje,"Lekkasje, drivstoff",Dryppet på gulv. Merket ingenting på effekt.,Var hull i rør mellom tank og håndpumpe. Lakk også i slangestump mellom håndpumpe og filter. Satte på slanger.,,,true,,,
Annet,Haga,HMV150,2003,Drivstoffsystem,Annet,Annet,Luft og bobler i retur.,Defekt tiger-loop.,,,,,,
Annet,Haga,HMV150,2003,Elektrisk,Varsellampe / feilkode,"Varsellampe, lyser",Oljebrenner starter ikke. Lyste rødt i brennerrele LOA24,Relé var defekt. Smeltet på toppen. Byttet 1:1,,,,,,
Traktor,Valtra,N141,2012,Elektroniske styresystemer,Annet,Annet,Framaksel lå bare i bunn.,"Skiftet sensor til fjæringa, altså vinkelgiveren som sitter på venstre side.",Fjærende framaksel feil,,,,true,
Skurtresker,Claas,Avero 240,,Skjærebord,Varsellampe / feilkode,"Varsellampe, feilkode","ECU: CAC –
  frontredskaps-/nivelleringsstyring; CCN: A008; Komponent: Y087 – magnetventil
  for senking av frontredskap; FMI: 3 – for høy spenning / kortslutning mot
  batteri +","Kort beskrivelse: Magnetventil for senking av
  frontredskap er defekt eller har elektrisk feil. Detalj/tiltak: Det er
  registrert for høy spenning, typisk kortslutning til høyere elektrisk
  potensial (batteri +). Kontroller kontaktplugger og ledningsnett til Y087.
  Start kjøretøyet på nytt. Dersom feilen vedvarer, rapporter feilkoden til
  service/verksted for videre kontroll av ledningsnett, ventil og eventuelt
  CAC-styreenhet.",,0x250C (ID0250),,,,
Skurtresker,Claas,Avero 240,,Skjærebord,Varsellampe / feilkode,"Varsellampe, feilkode","ECU: CAC – frontredskaps-/nivelleringsstyring;
  CCN: A008; Komponent: Y067 – magnetventil for venstre tverrnivellering; FMI:
  3 – for høy spenning / kortslutning mot batteri +","Kort beskrivelse: Magnetventil for venstre
  tverrnivellering er defekt eller har elektrisk feil. Detalj/tiltak: Det er
  registrert for høy spenning, typisk kortslutning til høyere elektrisk
  potensial (batteri +). Kontroller kontaktplugger og ledningsnett til Y067.
  Start kjøretøyet på nytt. Dersom feilen vedvarer, rapporter feilkoden til
  service/verksted for videre kontroll av ledningsnett, ventil og eventuelt
  CAC-styreenhet.",,0x250F (ID0250),,,,
Skurtresker,Claas,Avero 240,,Skjærebord,Varsellampe / feilkode,"Varsellampe, feilkode","ECU: CAC – frontredskaps-/nivelleringsstyring;
  CCN: A008; Komponent: Y068 – magnetventil for høyre tverrnivellering; FMI: 3
  – for høy spenning / kortslutning mot batteri +","Kort beskrivelse: Magnetventil for høyre
  tverrnivellering er defekt eller har elektrisk feil. Detalj/tiltak: Det er
  registrert for høy spenning, typisk kortslutning til høyere elektrisk
  potensial (batteri +). Kontroller kontaktplugger og ledningsnett til Y068.
  Start kjøretøyet på nytt. Dersom feilen vedvarer, rapporter feilkoden til
  service/verksted for videre kontroll av ledningsnett, ventil og eventuelt
  CAC-styreenhet.",,0x2512 (ID0251),,,,
Skurtresker,Claas,Avero 240,,Skjærebord,Varsellampe / feilkode,"Varsellampe, feilkode","ECU: CAC – frontredskaps-/nivelleringsstyring;
  CCN: A008; Komponent: Y097 – magnetventil for demping på frontredskap; FMI: 3
  – for høy spenning / kortslutning mot batteri +","Kort beskrivelse: Magnetventil for dempefunksjon
  på frontredskap er defekt eller har elektrisk feil. Detalj/tiltak: Det er
  registrert for høy spenning, typisk kortslutning til høyere elektrisk
  potensial (batteri +). Kontroller kontaktplugger og ledningsnett til Y097.
  Start kjøretøyet på nytt. Dersom feilen vedvarer, rapporter feilkoden til
  service/verksted for videre kontroll av ledningsnett, ventil og eventuelt
  CAC-styreenhet.",,0x2515 (ID0251),,,,
